"","day","temp","dewp","wdsp","NUM_CRIME"
"585",7,75.6,58.4,5.1,1.47469934903664
"586",1,78.6,61.5,9.6,1.00378662603162
"587",2,79.9,60.7,5.7,-0.0456760138081444
"588",3,83.1,65.2,4.2,-0.0860399614942892
"590",5,81.5,73.6,6.6,0.236871619994869
"591",6,78.4,71.9,7.2,1.31324355829206
"592",7,78.4,64.4,4.7,1.5285179459515
"593",1,75.5,67.2,6.7,1.5285179459515
"594",2,76.4,68.5,7.2,1.17869706600491
"596",4,79.1,69,6.2,0.519419253797883
"597",5,76.6,65.6,7.2,0.869240133744471
"598",6,75.8,68.1,9.6,1.55542724440893
"599",7,68.5,54.9,8.9,0.775057589143467
"600",1,69.6,52,3.5,-0.00531206612199954
"601",2,73.6,58,8.5,0.317599515367159
"602",3,76.9,66.4,10.6,1.27287961060592
"603",4,77.9,69.1,6.6,0.559783201484028
"604",5,74.2,62.3,5,1.00378662603162
"605",6,75.9,67.5,7.8,1.21906101369106
"606",7,78.5,69.8,5.2,1.03069592448905
"608",2,78.9,70.7,4.6,0.357963463053304
"609",3,74.6,62.7,8.8,0.680875044542462
"611",5,69.8,55.5,9.1,0.949968029116761
"612",6,70.2,55.4,6.5,1.36706215520692
"613",7,72.2,57.1,6.7,0.680875044542462
"614",1,77.6,63,8.1,1.24597031214849
"615",2,83.8,71.8,9.3,0.438691358425593
"616",3,85.1,71.6,9.5,-0.0725853122655742
"617",4,77.3,70.3,9.4,0.882694782973186
"618",5,75.2,66.7,4.3,1.20560636446234
"619",6,70.3,60.5,7.8,0.519419253797883
"620",7,66.8,50.9,4.8,0.398327410739449
"621",1,70.7,51.7,7.4,0.869240133744471
"622",2,74.4,58.4,7.8,0.775057589143467
"623",3,71.6,58.7,9.3,1.23251566291977
"624",4,70.8,57.5,7.4,1.27287961060592
"625",5,74.1,60.3,9.6,1.04415057371777
"626",6,74.8,62.9,8.8,1.42088075212178
"627",7,72,54.6,3.6,0.707784342999892
"628",1,74.9,55,7.6,-0.220586453781439
"629",2,77.3,55.2,7.8,0.855785484515757
"630",3,73.1,62.1,7.5,0.0350518815641453
"631",4,75,62.4,3.8,1.38051680443564
"632",5,74,65.5,6.5,1.5285179459515
"633",6,70.8,62.7,9.3,1.40742610289307
"634",7,74,62,7.4,1.08451452140391
"635",1,67.8,46.2,12.7,0.479055306111738
"636",2,62.4,34.6,11.4,0.088870478479005
"637",3,57.3,45.9,9.4,-1.2700490936212
"638",4,62.7,56,13.7,-0.355132946068588
"639",5,63.3,58.2,12.5,0.586692499941458
"641",7,61.9,56.7,6,-0.287859699925013
"642",1,63.7,55.8,3.9,0.573237850712743
"643",2,66.7,56.1,7,0.196507672308725
"644",3,72.2,57.4,9.4,1.03069592448905
"645",4,67.8,60.6,3.5,0.344508813824589
"647",6,54.1,37.6,5.8,-0.180222506095294
"648",7,56.7,44.8,6.2,-0.624225930642887
"649",1,59.8,44.9,5.6,-0.0860399614942892
"650",2,66.5,48.3,8,-0.422406192212163
"651",3,63.8,53.4,10,0.223416970766154
"652",4,49.6,37,6.6,-0.476224789127022
"653",5,53.9,40.3,5.3,1.24597031214849
"654",6,61.4,53,10,1.27287961060592
"655",7,69.4,62.5,7.8,0.815421536829612
"656",1,73.6,63.9,12.6,1.19215171523363
"657",2,74.3,59.7,14.2,0.613601798398888
"658",3,62.3,48,3.5,-0.220586453781439
"659",4,57,47.1,10.2,-0.153313207637864
"660",5,49.5,33.8,11.5,0.425236709196878
"661",6,48,32.2,6.2,0.600147149170173
"662",7,58,44.3,8.2,0.761602939914752
"663",1,54.3,40.9,8.4,0.546328552255313
"664",2,48.5,36.3,5.3,0.088870478479005
"665",3,48.3,41.4,9.9,-0.408951542983448
"666",4,49,42.1,7.4,0.0081425831067154
"667",5,51.6,43.8,7.2,0.990331976802906
"668",6,67.1,57.8,10.7,1.38051680443564
"669",7,56.2,48.5,10.1,0.775057589143467
"672",3,64.6,56.8,3.7,0.277235567681014
"673",4,57.8,50.9,5.3,0.734693641457322
"674",5,54.9,42.9,4.6,0.734693641457322
"675",6,56.1,44,6.2,1.24597031214849
"676",7,58.3,46,3.5,0.331054164595874
"677",1,57.6,42.5,4.8,0.115779776936435
"678",2,57.1,45.3,7.4,-1.13550260133405
"679",3,51.5,35.6,8.8,-0.651135229100317
"680",4,51.3,33.3,10.8,-0.0725853122655742
"681",5,51.4,36.1,12.4,0.923058730659331
"682",6,45.3,31.1,7.1,0.707784342999892
"683",7,45.7,29.8,8.9,-0.920228213674615
"684",1,49,34.9,8,-0.785681721387466
"685",2,48.2,42,3,-0.220586453781439
"686",3,49.6,42.1,2.9,0.559783201484028
"687",4,58.2,45.4,9.8,1.09796917063263
"688",5,62.8,48.2,13.7,0.882694782973186
"689",6,38.9,23.5,17.7,-0.704953826015176
"690",7,30.6,15.4,8.9,-0.879864265988471
"691",1,32,17.5,4.5,-0.610771281414172
"692",2,35.5,24.7,4.9,-0.0860399614942892
"693",3,40.7,34.4,8.5,-0.395496893754733
"694",4,41.3,35.5,8.2,-2.6155140164927
"695",5,39,31.7,6.9,-0.530043386041882
"696",6,40,31.8,6.3,-0.126403909180434
"697",7,39.4,34.4,8.1,-0.476224789127022
"698",1,46.3,40.2,13.3,-0.476224789127022
"699",2,51.5,43.5,11.6,-0.408951542983448
"700",3,42.1,34,8.6,-0.422406192212163
"701",4,38.9,30.4,12.4,1.21906101369106
"702",5,38.6,30.1,7.7,1.40742610289307
"703",6,34.5,22.1,6.3,0.398327410739449
"704",7,33,26,3.6,-1.8082350627698
"705",1,33.4,29.7,8.1,-0.704953826015176
"706",2,34.2,29.7,5.9,-0.543498035270597
"707",3,28.1,17.7,12.9,-0.920228213674615
"708",4,22.3,11.8,15,-1.64677927202522
"709",5,23.8,13.8,9.4,-0.812591019844896
"710",6,22,12.2,6.9,-1.56605137665293
"711",7,27.6,22.4,7.9,-2.91151629952443
"712",1,27,21.1,9.5,-1.33732233976478
"713",2,18.4,8.3,7,-2.0773280473441
"714",3,11.7,-0.6,10.7,-1.59296067511036
"715",4,5.8,-7.2,11.3,-2.01005480120053
"716",5,14.4,2.6,7.2,-0.449315490669592
"717",6,23.1,17.2,5.6,-1.5391420781955
"718",7,13.4,4.3,12,-2.72315121032242
"719",1,2.2,-8.8,8.1,-0.920228213674615
"720",2,21,7.3,14.1,-0.476224789127022
"721",3,28.1,18.3,7.5,-0.00531206612199954
"722",4,35.6,25.2,8.5,-0.355132946068588
"723",5,32.2,25.4,6.1,-0.00531206612199954
"724",6,35.8,31.2,5.2,-1.67368857048265
"726",1,47.4,40.7,14.4,-1.09513865364791
"727",2,29.9,18.2,13.2,-0.879864265988471
"728",3,32.7,22.7,8.2,-0.0860399614942892
"729",4,35,24.6,13.4,-1.09513865364791
"730",5,30.9,16.6,10.9,0.18305302308001
"731",6,37.4,20.7,13.4,-0.328223647611158
"733",1,36.1,28.6,6.1,-1.76197231313781
"734",2,40.3,37.2,6.6,-0.186092596424581
"735",3,19.1,7.3,14.2,-1.77712500272159
"736",4,10.9,-1.9,10.9,-1.80743038188915
"737",5,5.9,-7.2,8.7,-1.94380458814318
"738",6,8.3,-5.4,7.8,-1.6862088652189
"739",7,10.9,-5,9,-2.11048417356477
"740",1,23.1,10.7,10.4,-0.246703354759705
"741",2,39.8,31.3,17.9,-0.367924871429954
"742",3,33.9,27.1,11.6,-1.01949052353254
"743",4,28.4,24.4,11.8,-1.2922389360406
"744",5,22.9,11.1,8.8,1.05642794944546
"745",6,30.1,18.4,5.4,-0.670978663105575
"746",7,28.1,18.5,2.5,-1.11040666103523
"747",1,34.3,29,4.8,-1.17101741937035
"748",2,36.7,36,7.7,-0.383077561013735
"749",3,33.6,32,9.1,-0.337619492262392
"750",4,35.6,32.5,6.3,0.132113884834821
"751",5,38.7,37.5,7,0.813984916104968
"752",6,49.6,44.7,7.1,0.859442984856311
"753",7,43.9,39.6,4.5,0.192724643169945
"754",1,40.7,34.4,9.6,0.904901053607654
"755",2,38.4,31.8,6.6,0.0866558160834777
"756",3,38.9,33.5,9.9,0.283640780672631
"757",4,34.3,28.8,11.5,-0.837658248527166
"758",5,29,19.5,11.7,0.829137605688749
"759",6,27.7,19.5,11.8,0.0108923681645724
"760",7,27.6,15.5,9,-1.45891852146219
"761",1,24.1,8.8,9.7,0.40486229734288
"762",2,38.2,28.1,13.6,0.0715031264996966
"763",3,35.9,24.2,10.1,1.75345167029939
"764",4,22,5.8,11,-0.89826900686229
"765",5,20.7,2.3,9.6,-0.928574386029852
"766",6,24.1,5.3,10.7,-1.38315507354328
"767",7,34,16.6,10.2,-0.519451767267764
"768",1,37.3,28,6.1,0.495778434845566
"769",2,46,43.7,6.8,-0.564909836019107
"770",3,32.2,23.4,10.9,-0.958879765197415
"771",4,20.2,3,12.3,-0.928574386029852
"772",5,26.7,13.6,12.1,0.223030022337507
"773",6,42.7,33,6.8,-0.383077561013735
"774",7,41.3,26.9,14.3,-0.792200179775823
"775",1,36.1,18.9,8.6,-0.1709399068408
"776",2,41.4,25.6,11,-0.261856044343486
"777",3,34.4,15.2,12.1,-0.852810938110947
"778",4,35.1,12.5,6.7,-0.883116317278509
"779",5,46.4,28.9,6.9,1.52616132654268
"780",6,56.9,34.7,8.2,0.26848809108885
"781",7,51.4,33,2.2,-0.837658248527166
"782",1,55.1,40.8,7.4,-0.292161423511049
"783",2,59.7,49.4,8,-0.777047490192042
"784",3,57.9,52.1,8.2,-0.398230250597516
"785",4,51.6,44,11.5,-1.12555935061901
"786",5,40.8,37.6,9.1,-1.0497959027001
"787",6,30.4,21,13.4,-1.97410996731074
"788",7,33.1,16,11.5,-2.32262182773771
"789",1,42.8,27.3,6.8,-1.45891852146219
"790",2,52,44.8,11.4,-1.48922390062975
"791",3,47.3,43.5,10.5,0.132113884834821
"792",4,32.4,20.3,10,-1.53468196938109
"793",5,27.8,6.1,10,-0.852810938110947
"794",6,33.7,21.5,9,-1.45891852146219
"795",7,42.4,28.6,12.1,-1.03464321311632
"796",1,54.6,46.5,15.3,-0.701284042273137
"797",2,54.5,39.4,18.8,-0.716436731856918
"798",3,46.3,19,19.4,-0.943727075613633
"799",4,39.3,18.5,8.5,-0.807352869359604
"800",5,31.8,6.4,12.1,-0.958879765197415
"801",6,24,-4.8,8.2,-1.08010128186766
"802",7,27.1,1,5.7,-2.67113368816467
"803",1,29,21.8,10.2,-2.85296596317005
"805",3,24.1,7.7,11,-1.86804114022428
"806",4,29.8,11.9,6.3,-0.928574386029852
"807",5,39,31.1,8,-0.30731411309483
"808",6,42.4,31.8,12.1,-0.837658248527166
"809",7,41.5,30.6,5.2,-1.89834651939184
"810",1,47.9,39.4,9.6,-0.534604456851545
"811",2,43.3,29.8,9.5,-1.21647548812169
"812",3,32.3,19.1,14.1,-1.24678086728925
"813",4,37.8,21.5,9.4,-0.958879765197415
"814",5,59.9,40.9,12.9,0.738221468186063
"815",6,43.7,41.3,10.6,-0.519451767267764
"816",7,53.1,50.2,7.4,-0.413382940181297
"817",1,50,47.7,7.4,-0.110329148505676
"818",2,43.1,36.9,9.6,-0.852810938110947
"819",3,42.3,36,9.9,-0.913421696446071
"820",4,44.1,41.1,12.2,-0.595215215186669
"821",5,39.6,36.9,15.7,0.723068778602282
"822",6,44.2,27.9,5.6,1.46555056820755
"823",7,50.3,27.7,6.2,-0.595215215186669
"824",1,49.3,42.3,6.5,-0.519451767267764
"825",2,48.6,44.2,8.1,-0.261856044343486
"826",3,44.9,40.2,12.7,-1.45891852146219
"827",4,42.9,34.3,18.7,-0.928574386029852
"828",5,43.8,21.9,11.8,-0.383077561013735
"829",6,51.2,27.3,9.2,-0.519451767267764
"830",7,64.8,44.4,13.5,0.480625745261785
"831",1,68,54.3,14.3,-0.716436731856918
"832",2,47.7,41.4,7.8,-0.398230250597516
"833",3,48.2,36.3,5.6,-0.0497183901705518
"834",4,50.9,36.5,8.3,-0.974032454781196
"835",5,55.4,43.1,7.4,0.662458020267157
"836",6,70.3,56.2,13.8,1.32917636195352
"837",7,67.8,53,12,-0.655825973521794
"838",1,59.7,35.9,5,0.344251539007755
"839",2,58.1,40.2,9,0.0866558160834777
"840",3,64.5,54,8.1,0.435167676510442
"841",4,58.4,49.5,10.9,-0.246703354759705
"842",5,50.6,36.1,12.6,1.28371829320218
"843",6,50.3,31.3,11.1,-0.428535629765078
"844",7,54.9,29.2,4,-0.398230250597516
"845",1,57.7,35.4,6.6,0.101808505667259
"846",2,66.4,45.7,9.8,0.420014986926661
"847",3,71.3,55.3,11.2,0.435167676510442
"848",4,54.6,49,12.2,-0.201245286008362
"849",5,49.6,40.9,5.4,1.55646670571024
"850",6,45.6,39.6,14.9,-1.73166693397025
"851",7,45.2,44.2,15,-1.11040666103523
"853",2,46.1,39.2,14.9,-0.61036790477045
"854",3,48.1,34.3,6,0.147266574418602
"855",4,48.9,37,11.9,0.177571953586164
"856",5,49,38.3,15.1,1.0261225702779
"857",6,50.5,36.3,12.3,-0.246703354759705
"858",7,48,26.1,8.5,-1.51952927979731
"859",1,46.6,26.8,6.3,-0.367924871429954
"860",2,48.3,37.1,5.8,-0.337619492262392
"861",3,55.4,41.4,6.1,-1.00433783394876
"862",4,54.7,48.7,9.3,0.0715031264996966
"863",5,59,42.2,6.3,1.78375704946695
"864",6,63.2,45.4,6.4,-0.0800237693381139
"865",7,63.3,45.1,6.2,-0.261856044343486
"867",2,76.9,58.3,10.5,0.26848809108885
"868",3,78.9,59.2,15.5,1.5867720848778
"869",4,75.5,59.6,16.6,0.69276339943472
"870",5,48.3,41,17.3,0.707916089018501
"871",6,53.3,48.7,10.6,-0.989185144364977
"872",7,62.1,54.3,9.8,0.935206432775216
"873",1,59.1,43.6,12.1,0.99581719111034
"874",2,60.9,54.3,7.7,0.132113884834821
"875",3,57,53.2,9.6,0.480625745261785
"876",4,58.3,51.5,10.4,0.510931124429347
"877",5,60.8,52.8,5.4,0.571541882764471
"878",6,63.4,55.2,6.7,1.07158063902925
"879",7,67,56.4,5.2,-0.367924871429954
"880",1,70.1,47.9,10.6,0.586694572348252
"881",2,66,44.8,9.7,1.28371829320218
"882",3,64.8,45.1,8.3,0.132113884834821
"884",5,71.9,42.4,5.4,1.69284091196427
"885",6,75.2,49.4,6.2,1.42009249945621
"886",7,81,59.6,7.3,1.37463443070487
"887",1,71.3,57.5,9,0.101808505667259
"888",2,64.8,46.5,12.1,1.45039787862377
"889",3,67,45.9,10,0.874595674440092
"890",4,70.4,45,4.3,0.601847261932033
"891",5,75.6,53.4,8.6,1.31402367236974
"892",6,76.1,55.2,12.3,0.84429029527253
"893",7,82.1,57.6,13.8,1.2685656036184
"894",1,84.7,62.1,11.8,0.162419264002383
"895",2,80.3,64.5,6.7,1.17764946611571
"896",3,77.7,66.2,7.4,0.601847261932033
"897",4,77.2,64.8,7.9,1.42009249945621
"898",5,77.8,62.2,9.4,1.60192477446158
"899",6,80.5,67.5,9.1,1.46555056820755
"900",7,75.6,63.8,10.8,0.859442984856311
"901",1,70.7,56,8.1,0.238182711921288
"902",2,66.6,54.6,8.8,1.10188601819681
"903",3,68.5,56.2,5.8,0.859442984856311
"904",4,79.3,66.3,10.1,1.35948174112109
"905",5,76.7,62.8,10.4,0.723068778602282
"906",6,70,52,11.6,1.35948174112109
"907",7,65.4,46.6,11,1.0261225702779
"908",1,64.7,46.8,10.5,0.874595674440092
"909",2,65.3,45.7,6,0.632152641099595
"910",3,69.8,52.3,10.6,-0.337619492262392
"911",4,76.2,64.7,11.5,0.707916089018501
"912",5,73.7,67.5,6,0.738221468186063
"914",7,75.4,57.3,7.4,0.768526847353625
"916",2,74.5,62.8,7.9,1.01096988069412
"918",4,82.2,64.4,5.1,0.783679536937406
"919",5,81.5,67.7,9.1,0.435167676510442
"920",6,71.5,55.4,7.5,0.450320366094223
"921",7,74.7,52.5,7,1.40493980987243
"922",1,78.2,67.9,8.4,0.753374157769844
"923",2,78.2,70.6,4.4,0.601847261932033
"924",3,77.3,70.8,8.2,-0.595215215186669
"925",4,78.4,69.5,8.5,1.35948174112109
"926",5,72.2,61,7.6,1.04127525986168
"928",7,73.1,62.5,10.3,1.25341291403462
"929",1,69.2,57.7,6.7,1.73829898071561
"930",2,76,59.4,3.3,0.935206432775216
"931",3,80.5,66.9,6.8,0.586694572348252
"932",4,77.3,70,8,0.465473055678004
"933",5,81.5,70.2,6.1,0.435167676510442
"934",6,78,70.5,8.7,0.389709607759099
"935",7,80.3,67.6,5.2,1.70799360154805
"936",1,71.5,61,10.2,0.783679536937406
"937",2,73.1,58.3,7.3,1.8292151182183
"938",3,76.6,63.1,6.8,0.344251539007755
"939",4,78.6,70.1,8.1,0.920053743191435
"941",6,72.7,54.5,11.4,1.07158063902925
"942",7,73.5,59,4.9,1.3443290515373
"943",1,76.8,60.3,3.5,0.965511811942778
"945",3,77.2,64.2,5.4,0.677610709850938
"946",4,76.8,67.4,7.6,1.81406242863452
"950",1,70.5,57.8,6.6,0.662458020267157
"951",2,70.4,51.9,4.4,0.586694572348252
"952",3,74.6,56.1,3.5,0.601847261932033
"953",4,75.6,58.7,7.7,0.920053743191435
"954",5,74,60.8,8.5,0.541236503596909
"955",6,69.4,57.1,8.4,1.25341291403462
"956",7,69.3,55.5,3.2,0.0108923681645724
"957",1,74,58.6,4.8,1.29887098278596
"958",2,76.5,65.3,6.6,0.99581719111034
"959",3,77.1,66.3,6.5,0.99581719111034
"960",4,78.3,69.4,12.4,0.586694572348252
"963",7,77.2,61.2,5.8,0.707916089018501
"964",1,79.5,69.9,7,0.374556918175318
"965",2,75.2,64.9,11.1,0.768526847353625
"966",3,69.5,51.4,8.2,0.26848809108885
"967",4,67.7,54.7,7.5,1.08673332861303
"968",5,64.4,48.8,5.5,0.647305330683376
"969",6,68.6,52.2,5.7,0.768526847353625
"970",7,70.3,54.2,7.4,0.389709607759099
"971",1,70.6,61.1,4.6,-0.625520594354232
"972",2,70,62.4,4.1,-0.0800237693381139
"973",3,70.3,59.9,4.4,0.889748364023873
"974",4,70.1,59.2,11.1,0.0866558160834777
"976",6,64,45.8,4.1,0.632152641099595
"977",7,68.4,55,6.3,0.420014986926661
"978",1,73.5,58.6,10.9,-0.201245286008362
"979",2,64.1,48.9,11,-0.383077561013735
"980",3,58.4,45,8,-1.23162817770547
"981",4,60.6,46.2,7.7,-0.0194130110029897
"982",5,63.5,48.5,5.3,-0.413382940181297
"983",6,64.5,48.5,8.9,0.0866558160834777
"984",7,62.5,46.4,6.9,0.147266574418602
"985",1,64,48.8,5.1,-0.580062525602888
"986",2,67,54,7.2,-0.0497183901705518
"987",3,67.6,60.1,5.2,-0.352772181846173
"988",4,67.9,61,3.9,0.0715031264996966
"989",5,74.9,60.5,7.5,1.19280215569949
"990",6,77.8,61.5,7.8,1.46555056820755
"991",7,78.4,62.9,7.1,1.25341291403462
"992",1,69.2,56.5,7.5,0.647305330683376
"993",2,70.3,63.6,5.7,-0.322466802678611
"994",3,76.7,65.5,7.3,1.48070325779133
"995",4,84,66.9,5.9,1.17764946611571
"996",5,85.2,67.3,6,1.07158063902925
"997",6,84.4,66.5,5.3,1.52616132654268
"998",7,82.3,63.6,5.7,1.23826022445084
"999",1,81.1,58.7,5.6,1.38978712028865
"1000",2,82,59.4,7.5,0.298793470256412
"1001",3,70.8,54.9,10.1,-0.0497183901705518
"1002",4,62.9,44.6,7.8,-0.186092596424581
"1003",5,64.3,46.4,9.6,1.22310753486706
"1004",6,61.8,45.3,9.5,0.238182711921288
"1006",1,70.5,47.5,9,0.344251539007755
"1007",2,72.2,59.5,10.7,0.132113884834821
"1008",3,70.7,63.3,9.2,0.192724643169945
"1009",4,65.9,51.9,4.4,0.26848809108885
"1010",5,65.2,61.7,5.7,0.283640780672631
"1011",6,70.5,61.4,13,-0.277008733927267
"1012",7,65.5,53.6,9.4,-0.1709399068408
"1013",1,67.5,51.8,3.2,0.253335401505069
"1014",2,63.9,57,11.8,-0.398230250597516
"1015",3,59.5,56.5,13.7,-1.70136155480269
"1016",4,58.1,53.5,6.9,0.541236503596909
"1017",5,62.1,55.4,6.2,0.586694572348252
"1018",6,64.6,61.3,5,-1.24678086728925
"1019",7,60.9,55.7,12.9,-1.3680023839595
"1020",1,52.3,40.1,7.1,0.480625745261785
"1021",2,57.4,40.2,9.9,-0.155787217257019
"1022",3,60,41,10.2,0.677610709850938
"1023",4,61.1,37.6,7.2,0.662458020267157
"1024",5,64.7,46,7.4,1.81406242863452
"1025",6,68.6,51.9,11.3,1.28371829320218
"1026",7,66,56.6,12.5,0.132113884834821
"1027",1,53.1,51.5,8.6,0.162419264002383
"1028",2,47.8,44.9,11,-0.61036790477045
"1029",3,44.8,33.6,7,-0.231550665175924
"1030",4,48.2,37.4,7.5,0.359404228591536
"1031",5,45.3,33.6,13.6,1.3443290515373
"1032",6,38.7,31.1,10.9,-0.186092596424581
"1033",7,40,27.8,7.6,-0.504299077683983
"1034",1,45,30.4,11.5,-0.322466802678611
"1035",2,37.8,22.7,12.2,0.420014986926661
"1036",3,39.8,29.6,6.8,1.35948174112109
"1037",4,47.6,46.5,4.9,-0.110329148505676
"1038",5,45.9,38.8,10.4,0.904901053607654
"1039",6,46,41.2,8.3,0.374556918175318
"1040",7,51.5,50.4,2.9,0.662458020267157
"1041",1,41.7,32.8,10.3,-0.186092596424581
"1042",2,43.4,33.4,10.3,-0.792200179775823
"1043",3,37.8,27.1,4.6,0.435167676510442
"1044",4,39,25.9,9,-1.12555935061901
"1045",5,24.9,11.2,8.4,-0.777047490192042
"1046",6,30.1,16.7,7.9,-0.625520594354232
"1047",7,39,31.3,3.5,-0.974032454781196
"1048",1,37.9,34.4,5.2,-0.1709399068408
"1049",2,40.8,34.1,7.3,-0.443688319348859
"1050",3,47.9,40.7,10.6,-0.30731411309483
"1051",4,36.2,27.6,10.4,0.526083814013128
"1052",5,39.5,31.9,8.8,0.132113884834821
"1053",6,43.7,41.9,12.2,-0.504299077683983
"1054",7,35,23.1,12.3,-0.595215215186669
"1055",1,39.2,26.4,11.8,0.495778434845566
"1056",2,42.1,29.1,13.3,-0.867963627694728
"1057",3,29.2,15.3,8,-1.12555935061901
"1058",4,37.2,21.7,8,-2.82266058400248
"1059",5,44.8,31.5,10,-0.701284042273137
"1060",6,48.8,35.9,10.4,-0.231550665175924
"1061",7,38.9,25.4,6.6,-0.989185144364977
"1062",1,46.3,34.2,4.5,0.677610709850938
"1063",2,55.8,35.8,13.9,0.813984916104968
"1064",3,44.3,27.7,6.8,0.632152641099595
"1065",4,47.3,29.1,8.8,0.313946159840193
"1067",6,44.2,28.7,4.9,0.420014986926661
"1068",7,44.6,31.6,3.6,-0.807352869359604
"1069",1,57.1,40.1,15.2,1.20795484528328
"1070",2,41.3,26.8,22.4,-0.292161423511049
"1071",3,31.7,13.8,13.8,-0.261856044343486
"1072",4,25.6,13.4,11.3,-1.58014003813244
"1073",5,25.2,9.6,10.3,0.0866558160834777
"1074",6,30,20.1,12.4,-1.06494859228388
"1075",7,26.9,16.9,9,-0.989185144364977
"1076",1,31.5,21.9,6.5,0.147266574418602
"1077",2,25.2,15.2,14,-0.686131352689356
"1078",3,27.9,15.4,11.3,-0.443688319348859
"1079",4,25.2,14.8,10.7,-0.1709399068408
"1080",5,26.8,16,9.1,0.55638919318069
"1081",6,39.5,24.3,7.9,0.647305330683376
"1082",7,38.8,32.6,3.3,-0.00426032141920862
"1083",1,43.7,39,8.5,-0.0497183901705518
"1084",2,44.2,34.2,11.1,0.510931124429347
"1085",3,35.1,19.4,8,-0.383077561013735
"1086",4,36.1,24.9,7.5,0.26848809108885
"1087",5,38.7,31.5,6.6,0.829137605688749
"1088",6,32.8,22.7,9.3,-0.231550665175924
"1089",7,22.4,14.3,7.2,-3.42876816735372
"1091",2,3.6,-8.1,9.8,-3.08025630692676
"1092",3,2.3,-8.5,7.9,-3.1257143756781
"1093",4,7.2,-1.7,5.1,-1.94380458814318
"1094",5,12.7,7.1,6.9,-2.35292720690527
"1095",6,10.5,2.1,11.2,-1.64075079646756
"1096",7,1.1,-8,7,-2.85296596317005
"1098",2,-2.8,-10.6,9.2,-2.15482496134295
"1099",3,12.2,3.5,11,-1.95589982524682
"1100",4,8.3,-2.6,11.1,-1.59783458027377
"1101",5,5.3,-5.3,9.2,-0.775610684409751
"1102",6,6.7,-5.4,5.5,-1.82328306784939
"1103",7,17.7,7.3,11.1,-2.51289020631599
"1104",1,34,29.8,12,-1.37238609269816
"1105",2,30.5,28.2,6,-0.934750793286659
"1106",3,38.6,37.6,10.6,-0.0329568429841809
"1107",4,56.6,53.9,15.9,-0.298190357779027
"1108",5,24.3,18.2,16.8,-0.205358627600831
"1109",6,14,-0.3,12.5,-1.39890944417764
"1110",7,13.2,0.6,6.4,-2.10177825838398
"1111",1,19,14.6,10.8,-2.57919858501471
"1112",2,14.4,8.1,10.2,-1.43869447139687
"1113",3,14.3,7.3,8.2,-0.974535820505885
"1114",4,22.6,12.7,14.9,-1.27955436251996
"1115",5,32.6,21.7,12.5,-0.178835276121346
"1116",6,39.7,30.2,10.4,0.0996599144132423
"1117",7,41.8,39.5,4.7,-0.0594801944636656
"1118",1,48.9,47.6,9,0.0200898599747884
"1119",2,36,31,10.1,-0.0594801944636656
"1120",3,29.4,22.8,5.9,-1.45195614713661
"1121",4,32.9,25.2,7.6,-1.08062922642382
"1122",5,43.4,32.2,12.3,0.537295213824739
"1123",6,48.5,30.8,13.8,0.417940132167058
"1124",7,36.3,28,6.2,-0.682778954231555
"1125",1,28.4,20.1,13.2,-0.934750793286659
"1126",2,22.2,11,6.8,-1.14693760512254
"1127",3,35.8,21.3,14.5,-0.192096951861089
"1128",4,28.8,14.8,11.5,0.165968293111954
"1129",5,11.8,-5.4,10.2,-0.642993927012328
"1130",6,27.6,9.3,11.4,-1.23976933530073
"1131",7,26.7,20,13.3,-2.79138539685058
"1132",1,6.6,-2.3,7,-2.39353512465831
"1133",2,13.4,6.9,4.8,-1.78349804063017
"1134",3,18.4,12.2,7.1,-2.38027344891857
"1135",4,14.4,6.6,6.9,-2.22113334004166
"1136",5,24.8,21.5,7.6,-2.88421712702878
"1137",6,21,15.5,10.5,-2.49962853057625
"1138",7,22.4,17.9,8,-2.45984350335703
"1139",1,16.9,5.8,6.4,-1.99568485246604
"1140",2,24.5,14.1,5.7,-1.0408441992046
"1141",3,34,28.4,7.4,-0.815395711628978
"1142",4,41.5,41.2,5.8,-0.324713709258512
"1143",5,36.2,25.6,10.6,-0.788872360149493
"1144",6,25.4,16.8,6.7,-1.57131122879429
"1145",7,29,24.5,8.9,-1.79675971636991
"1146",1,44.5,41,8.9,-1.2928160382597
"1147",2,59.3,57.7,11.5,-1.02758252346485
"1148",3,32.8,26.8,10.2,-1.10715257790331
"1149",4,34.6,27.2,12.7,-0.603208899793101
"1150",5,40.7,37.6,10.3,-0.682778954231555
"1151",6,37.7,32.5,9.5,-0.550162196834131
"1152",7,41.6,31.9,17.9,-0.894965766067432
"1153",1,41.9,26.9,8.1,-1.2928160382597
"1154",2,50.1,32.1,11.1,-0.417545439436708
"1155",3,51.8,39.9,9.9,-1.00105917198537
"1156",4,39.5,35.3,11.7,1.35951910968876
"1157",5,37.4,24,6,-0.417545439436708
"1158",6,38.1,20.7,7.3,-0.775610684409751
"1159",7,38.6,22.1,8.8,-0.987797496245628
"1160",1,37.9,20,13.8,-0.762349008670008
"1161",2,36.1,32.7,8.4,-0.921489117546916
"1162",3,31.7,22.6,11.9,-0.881704090327689
"1163",4,28.8,14.5,10,-0.82865738736872
"1164",5,30.1,16.3,5.8,0.298585050509377
"1165",6,33.4,17.6,5.4,-0.510377169614904
"1166",7,35.1,22.5,8.4,-1.37238609269816
"1167",1,36.9,23.1,7.7,-0.815395711628978
