"","day","temp","dewp","wdsp","NUM_CRIME"
"1168",2,31.8,21.2,9.2,-1.12041425364305
"1169",3,31.7,15.4,9.9,-0.775610684409751
"1170",4,39.9,25.4,7.3,-0.417545439436708
"1171",5,32.6,22,11.4,-0.271667006299543
"1172",6,36.7,25.3,9.7,0.722958674181131
"1173",7,40.8,21.2,2.9,-0.457330466655935
"1174",1,41.5,25.7,11.8,-0.841919063108462
"1175",2,33.8,22.3,17,-0.139050248902119
"1176",3,34.3,20.7,13,-0.457330466655935
"1177",4,35.3,19.6,6,-0.696040629971297
"1178",5,36.7,22.4,7.8,0.391416780687573
"1179",6,36.8,22.5,15,-0.974535820505885
"1180",7,34.6,17.2,13.4,-0.603208899793101
"1181",1,41.4,23.5,10,-0.351237060737997
"1182",2,49.9,46.3,10.4,-0.65625560275207
"1183",3,45.7,36.7,5.3,-0.444068790916193
"1184",4,45.4,39.7,6.9,-1.23976933530073
"1185",5,39.6,28.6,7.7,-0.245143654820058
"1186",6,46,33.3,11.5,-0.43080711517645
"1187",7,33.8,15.3,8.8,0.0996599144132423
"1188",1,33.1,16.5,5.9,-0.642993927012328
"1189",2,40.2,35.9,9.5,-1.55804955305455
"1190",3,32.8,24.7,14.6,-0.324713709258512
"1191",4,32.3,17.5,7.1,-0.669517278491812
"1192",5,35.6,26.5,10.5,-0.364498736477739
"1193",6,29.2,8.2,8.7,-1.16019928086228
"1194",7,31.9,14.2,5,-1.39890944417764
"1195",1,34.5,28.5,6.8,-0.815395711628978
"1196",2,37.1,24.7,5.7,-0.125788573162377
"1197",3,48.5,32,9.6,0.616865268263193
"1198",4,59.5,42.6,10.6,0.378155104947831
"1199",5,45.8,39.4,9.5,0.776005377140101
"1200",6,40.4,38.6,16.9,-0.444068790916193
"1201",7,36.7,35,13.2,-1.58457290453403
"1202",1,31.3,26,13.2,0.139444941632469
"1203",2,35,22.3,10.7,-0.31145203351877
"1204",3,35.1,26.4,9.7,-1.26629268678022
"1205",4,41.1,29.6,9.4,0.0200898599747884
"1206",5,46.8,21.6,4.6,1.06776224341443
"1207",6,47.2,20.3,4.1,-0.603208899793101
"1208",7,51,23.1,9.2,-0.324713709258512
"1209",1,51.9,29.3,9.1,-0.0860035459431502
"1210",2,55.8,42,6.3,-0.125788573162377
"1211",3,49,35.8,12.1,0.364893429208089
"1212",4,49.3,29.1,3.2,0.139444941632469
"1213",5,51.9,31.3,10.2,0.65665029548242
"1214",6,43.9,29.3,13.4,-0.576685548313616
"1215",7,44.5,20.1,5.8,0.0333515357145307
"1216",1,57.9,20.4,9.5,0.882098783058039
"1218",3,77.2,52.5,14.8,0.882098783058039
"1219",4,65.4,59.8,6.4,0.25880002329015
"1220",5,67.9,54.9,14.7,1.2136406765516
"1222",7,63.5,41.8,8,-0.139050248902119
"1223",1,60.3,40,5.9,1.08102391915417
"1224",2,69.8,40.4,6,1.06776224341443
"1225",3,71.1,49.5,11.3,0.921883810277266
"1226",4,66.1,54.4,9.5,0.749482025660616
"1227",5,53.5,44.6,12,0.0863982386735
"1228",6,49.1,44.6,10.5,-0.31145203351877
"1229",7,54.4,49.6,7.1,-0.444068790916193
"1230",1,63.8,56.6,8.3,0.868837107318297
"1231",2,64,58.9,8.2,0.272061699029892
"1232",3,62.6,45.8,5.6,0.48424851086577
"1233",4,65.2,50.5,5.9,0.948407161756751
"1234",5,58.4,46.6,9.1,1.01471554045546
"1235",6,61.1,57.7,5.1,0.48424851086577
"1236",7,51.5,47.3,9.1,0.537295213824739
"1237",1,54.8,52.2,5.8,-0.112526897422635
"1238",2,60,56.6,4.3,0.974930513236235
"1239",3,63.7,52.1,3.2,0.776005377140101
"1240",4,71.8,54,5.3,1.27994905525031
"1241",5,78.5,55.9,6.6,1.08102391915417
"1246",3,77.5,66.6,7.8,1.65127597596309
"1247",4,77.7,68,9.1,1.57170592152464
"1249",6,60.9,53.3,8.7,1.27994905525031
"1250",7,67.5,54.8,10.8,1.49213586708619
"1251",1,68,48.5,9.6,0.895360458797781
"1252",2,67.2,48.9,11.2,0.391416780687573
"1253",3,63.5,48.2,7.1,1.22690235229134
"1254",4,73.8,57.8,6.4,0.590341916783708
"1255",5,65.6,55.9,6.8,0.683173646961904
"1256",6,66.5,60.4,4.6,1.24016402803108
"1257",7,65.5,63.6,5.5,0.112921590152985
"1258",1,64.1,62.8,8.7,0.338370077728604
"1259",2,70.6,66.7,6,0.935145486017008
"1260",3,75.1,61.8,7,0.378155104947831
"1261",4,72.9,52,3.9,0.444463483646543
"1262",5,76.6,57.8,6.7,1.54518257004515
"1263",6,82.2,69.5,9,1.35951910968876
"1264",7,86.3,72,9.3,1.41256581264773
"1265",1,86.7,72.7,11.4,1.61149094874387
"1266",2,73.3,67.5,6.6,0.961668837496493
"1268",4,66.5,64.2,10.6,-0.735825657190524
"1269",5,63.2,60.7,12.3,0.00682818423504604
"1270",6,68.3,58.2,5.4,1.54518257004515
"1273",2,74.9,64.6,9.7,0.961668837496493
"1274",3,73.3,68.4,7.4,1.3727807854285
"1275",4,76.1,65.4,3.2,1.31973408246954
"1276",5,83.5,71.8,8.4,0.762743701400358
"1280",2,78.5,64.6,6.1,1.3727807854285
"1281",3,83.9,73.6,6.9,1.41256581264773
"1282",4,80.3,73.5,6.7,1.57170592152464
"1284",6,71.7,51.1,7,1.43908916412722
"1285",7,75.6,55.3,4.7,1.35951910968876
"1286",1,80.1,61,7.3,1.05450056767469
"1287",2,82.2,65.1,8.5,1.16059397359263
"1288",3,78.3,57.9,6.7,0.192491644591438
"1289",4,79.3,61.6,7.7,1.00145386471572
"1290",5,82.1,63.4,7.9,1.27994905525031
"1291",6,78.3,69.2,5,0.868837107318297
"1292",7,81,71,4.7,1.18711732507211
"1293",1,83,72.1,4.7,0.802528728619585
"1294",2,77,61.9,7.3,0.298585050509377
"1295",3,72.6,55.2,7.8,1.5584442457849
"1296",4,76.7,57.7,7.4,0.736220349920874
"1297",5,75.7,66.6,11.5,1.30647240672979
"1298",6,71.5,67.6,10.8,1.0279772161952
"1299",7,71.6,68.3,11.9,0.961668837496493
"1300",1,73.6,64.9,8.8,1.63801430022335
"1301",2,75.7,64.3,4.8,1.00145386471572
"1302",3,79.1,59.6,5.5,1.13407062211314
"1303",4,77.5,60.4,8.9,1.04123889193495
"1304",5,71.1,56.1,8.3,1.0279772161952
"1305",6,71.9,54,4.8,1.1208089463734
"1306",7,72.4,56.8,4,0.709696998441389
"1307",1,72.5,59.2,5.7,0.789267052879843
"1308",2,74.3,62.4,6.7,1.42582748838747
"1314",1,79.3,69.4,7.1,1.05450056767469
"1315",2,76.5,69.7,3.9,0.82905208009907
"1316",3,74.6,67.6,4.2,0.921883810277266
"1317",4,78.5,66.4,7.9,0.60360359252345
"1320",7,79.9,60,5.4,1.58496759726438
"1321",1,77.9,63,4,1.33299575820928
"1322",2,80.5,61.2,4.2,1.41256581264773
"1323",3,80.2,66.7,6,0.974930513236235
"1324",4,77.3,69.4,4.5,1.51865921856567
"1325",5,75.7,69.2,5.1,1.16059397359263
"1327",7,76.5,67.8,5.4,0.935145486017008
"1328",1,75.8,68,9.2,0.325108401988862
"1329",2,73.1,67.7,7.3,-0.00643349150469628
"1330",3,71.1,54.1,9.2,1.69106100318232
"1331",4,70.9,52.6,5.8,0.0731365629337576
"1332",5,69.2,57,8.8,0.895360458797781
"1333",6,72.9,66.9,9.1,1.50539754282593
"1334",7,83.5,74.4,6.8,0.935145486017008
"1335",1,86.2,72.2,13.8,1.34625743394902
"1336",2,83.1,72.1,12.8,1.05450056767469
"1337",3,72.2,67.6,7.6,0.364893429208089
"1338",4,68.5,56.8,7.5,1.29321073099005
"1339",5,72.4,59.7,5.9,1.4656125156067
"1341",7,82.3,68.8,9.9,1.45235083986696
"1342",1,78.6,69.1,6.5,0.709696998441389
"1343",2,79.9,69.1,7.5,1.27994905525031
"1344",3,83.1,68.1,10.1,-0.0727418702034079
"1345",4,70.6,65.1,9.7,0.232276671810665
"1346",5,68.9,60.8,9.7,0.0863982386735
"1347",6,67.1,52.6,15.4,0.895360458797781
"1348",7,65,51.1,15.3,-0.775610684409751
"1349",1,66.6,55.1,9.3,-0.0860035459431502
"1350",2,67.5,56.4,3.4,-0.404283763696966
"1351",3,68.5,55.9,5.4,-0.112526897422635
"1352",4,66.9,56.6,4.3,-0.470592142395677
"1354",6,70.3,61.5,5.1,1.10754727063366
"1355",7,74.9,65.1,6.8,1.27994905525031
"1356",1,79.1,64.4,3.9,0.842313755838812
"1357",2,75.3,63.7,5.3,0.192491644591438
"1358",3,71.1,61.7,8.7,0.510771862345254
"1359",4,78.1,67.1,6.6,1.41256581264773
"1360",5,78.4,61.1,14.2,1.35951910968876
"1361",6,60.3,44,10.7,1.01471554045546
"1362",7,61.2,49.1,5,0.165968293111954
"1363",1,65.1,56.9,6.7,0.974930513236235
"1364",2,73.2,65.2,7.7,0.378155104947831
"1365",3,61.5,48.1,9.3,0.378155104947831
"1366",4,59,42.9,6.1,-0.192096951861089
"1367",5,58.2,43.8,6.8,0.921883810277266
"1368",6,51.2,38,4.9,0.126183265892727
"1369",7,59.3,49.4,6.8,0.245538347550408
"1371",2,64.1,58.4,5.6,-0.0727418702034079
"1372",3,71.3,60.5,10.9,-0.616470575532843
"1373",4,66.2,53.8,14.8,-0.337975384998254
"1374",5,58.3,52,8.3,-0.908227441807174
"1375",6,64.9,61.3,6.9,0.046613211454273
"1376",7,59.2,53.9,8.6,-0.0594801944636656
"1377",1,70.9,64.1,8.2,0.245538347550408
"1378",2,77.3,65.2,8,0.311846726249119
"1379",3,72.9,64.2,10.6,0.0200898599747884
"1380",4,51.3,38.6,15.3,-0.576685548313616
"1381",5,40.2,30.9,6.9,-0.231881979080316
"1382",6,41.6,33.3,7.3,0.272061699029892
"1383",7,47.9,37.9,5.3,-0.271667006299543
"1384",1,44.5,34.1,10.5,-0.231881979080316
"1385",2,44,29.2,10,-0.735825657190524
"1386",3,47.6,30.2,10.4,-0.43080711517645
"1387",4,45.5,26.7,5.8,0.0200898599747884
"1388",5,49.1,35.1,9.7,0.577080241043966
"1389",6,47.4,35.7,14.5,1.09428559489392
"1390",7,38.1,20.3,8.5,-1.0408441992046
"1391",1,47.8,30,6.7,-0.0992652216828925
"1392",2,48.6,32.4,7.7,0.179229968851696
"1393",3,44.3,34.4,3.2,1.09428559489392
"1394",4,44.9,33,4.4,-0.0329568429841809
"1395",5,48.9,37.7,7.3,1.41256581264773
"1396",6,49.8,39.6,5.4,0.868837107318297
"1397",7,47.7,41.7,10.4,-0.0992652216828925
"1398",1,46.9,38.4,6.3,0.00682818423504604
"1399",2,53.5,42.8,7.1,0.563818565304223
"1402",5,45.2,34.7,8.9,0.82905208009907
"1403",6,43,32,4.2,0.789267052879843
"1404",7,49,41.5,13.3,-0.497115493875162
"1405",1,48.3,42,10.3,-0.205358627600831
"1406",2,48.3,42.5,12.8,0.537295213824739
"1407",3,38.5,26.8,14.5,-0.497115493875162
"1408",4,35.9,23.7,5.7,-0.629732251272585
"1409",5,35,26.2,7.7,-0.0594801944636656
"1410",6,25.3,12.5,12.5,-0.961274144766143
"1411",7,33,19.3,8,-0.987797496245628
"1412",1,34.5,22.8,6.5,-0.470592142395677
"1413",2,25.2,10.7,10.7,-1.50500285009558
"1414",3,25.8,13.1,5.2,-1.10715257790331
"1415",4,32.1,24.3,5.5,-0.404283763696966
"1416",5,34.2,27.2,10.3,0.139444941632469
"1417",6,34.8,29.5,5.8,-0.709302305711039
"1418",7,34.4,27.3,6.4,-1.23976933530073
"1419",1,28.4,21.9,6.2,-1.12041425364305
"1420",2,32.3,22.4,9.3,-0.31145203351877
"1421",3,32.6,22.5,10.2,0.245538347550408
"1422",4,33.9,23.4,9.2,-2.40679680039806
"1423",5,40.8,32.1,10.1,0.351631753468346
"1424",6,45.4,40.4,10,-0.337975384998254
"1425",7,39.5,33.8,9.3,-1.96916150098656
"1426",1,31.3,26.8,19.3,-2.14156328560321
"1427",2,24,15.6,8.9,-1.13367592938279
"1428",3,22.1,14.4,5.4,-0.112526897422635
"1429",4,31,23.4,5.6,-0.629732251272585
"1430",5,36.2,29.1,3.4,0.378155104947831
"1431",6,38.5,34.5,11.6,1.18711732507211
"1432",7,43.4,39.6,7.2,-0.152311924641862
"1433",1,34.8,28.9,12,0.630126944002935
"1434",2,30.8,21.6,8.4,0.0200898599747884
"1435",3,28.3,19.1,9.1,-0.152311924641862
"1436",4,30.7,21.2,9.3,-0.0462185187239232
"1437",5,21.5,10.7,7.3,0.325108401988862
"1438",6,24.5,12.8,4.5,0.219014996070923
"1439",7,25.1,17.1,2.7,-0.43080711517645
"1440",1,24,17.2,5.2,-0.0860035459431502
"1441",2,30.5,22.9,7,-0.682778954231555
"1442",3,36,27,10.3,0.48424851086577
"1443",4,34.3,26.4,5.2,-0.139050248902119
"1444",5,40.6,38.9,6.4,0.935145486017008
"1445",6,38.5,33.3,7.5,0.285323374769635
"1446",7,36.9,31.7,5.8,0.364893429208089
"1447",1,35.6,24.8,6.8,-0.139050248902119
"1448",2,30.5,25.5,4.5,-0.0992652216828925
"1449",3,40.1,30.6,9.3,0.232276671810665
"1450",4,45.4,40.6,6.4,0.868837107318297
"1451",5,36.9,33.3,13.1,1.04123889193495
"1452",6,31.3,24.6,7.2,0.497510186605512
"1453",7,34.4,26.4,8.2,-1.14693760512254
"1454",1,30.3,17.4,9.8,-1.50500285009558
"1456",3,36.7,29.5,2.5,-1.26629268678022
"1457",4,43.8,35.9,14.2,-1.26629268678022
"1458",5,43.2,39,15.6,0.0333515357145307
"1459",6,29.5,26.6,7.2,-0.351237060737997
"1460",7,27,19.5,10.6,-0.696040629971297
"1461",1,36.4,32.9,8,-0.987797496245628
"1463",3,29.5,25.7,6.7,-0.783424273084628
"1464",4,30.8,23.5,9.8,0.56508381714193
"1465",5,37.9,28,8.4,0.771488116666403
"1466",6,39.8,32.4,6.8,1.11549528254052
"1467",7,40.2,32.3,9.5,-0.645821406734979
"1468",1,45.6,39.8,15.5,-0.480697967115401
"1469",2,42.8,35.2,11.9,-0.150451087876244
"1470",3,23.8,10.4,15,-1.09991086568882
"1471",4,19.4,8.2,6.8,-0.343095100765752
"1472",5,26.7,18.2,4.4,1.00541298946081
"1473",6,30.3,24.3,8,-0.53573911365526
"1474",7,30.3,24.1,13.3,-1.91176777715175
"1475",1,26.2,20.4,7,-1.04486971914896
"1476",2,26.4,22.2,10.9,-0.219252521051068
"1477",3,32.4,25.2,8.8,-0.164211374511209
"1478",4,31.5,24.7,5.4,-0.797184559719593
"1479",5,31.5,24.2,7.9,-0.604540546830085
"1480",6,27.6,23.9,16.4,-2.62730268216992
"1482",1,10.9,-0.2,7.9,-2.14569264994615
"1483",2,20.3,10,10.4,-1.19623287213357
"1484",3,31.4,29.8,7.7,-0.687102266639874
"1485",4,17.9,12.7,9.1,-1.43015774492798
"1486",5,2.8,-5.6,12.8,-1.71912376426224
"1487",6,4.6,-3.6,6.1,-2.47593952918531
"1488",7,5.5,-2.1,6.3,-2.59978210889999
"1489",1,20.4,14.7,11.6,-2.61354239553496
"1493",5,9.2,2.6,4.3,0.854049836476192
"1494",6,26.6,22,8.6,0.152275218092983
"1495",7,41,39.9,9.7,-1.60904147118252
"1496",1,47.3,45.1,9.5,0.331158944347527
"1497",2,30.8,25.1,9.6,-0.810944846354558
"1498",3,34.5,32.7,6.3,-1.031109432514
"1499",4,35.9,34.6,8.6,-0.56325968692519
"1500",5,11.5,1.6,18.7,-0.948547712704207
"1501",6,13.5,3,6.5,0.620124963681789
"1502",7,24.9,16.4,6.6,-1.00358885924407
"1503",1,29.6,25.8,7.9,-1.19623287213357
"1504",2,31.6,29.8,11.1,-0.632061120100014
"1505",3,20.6,14.2,16.7,-0.934787426069242
"1506",4,36.8,28.5,9,0.427480950792281
"1507",5,23.7,14.8,12.9,0.386200090887386
"1508",6,22.2,12.1,7.6,-0.480697967115401
"1509",7,26.7,20.4,10.5,-1.29255487857833
"1510",1,26.8,21.9,6.6,-1.66408261772238
"1511",2,24.1,14.9,3.1,-1.37511659838812
"1512",3,31.6,26.7,11.2,-1.08615057905386
"1513",4,31.9,21.2,12.3,-0.205492234416103
"1514",5,30.4,20.4,6,0.0284326383782995
"1515",6,35.6,30.1,7.7,-0.879746279529382
"1516",7,36.3,31.5,18.8,-2.25577494302587
"1517",1,15.6,-0.1,12.9,-1.59528118454756
"1518",2,21.5,8.9,9.4,-1.41639745829301
"1519",3,26.3,16.5,8.6,-0.852225706259452
"1520",4,20.1,8.6,5.8,-1.60904147118252
"1521",5,28.6,19.6,4.9,0.523802957237035
"1522",6,30.8,22,6.5,-0.659581693369944
"1523",7,23.8,10.4,9.3,-2.20073379648601
"1524",1,6.6,-6.9,12.6,-2.29705580293076
"1525",2,13.2,0,14.2,-2.33833666283566
"1526",3,18.1,2.9,11.8,-1.14119172559371
"1527",4,24.2,10.7,7.7,-1.40263717165805
"1528",5,29.4,21.3,5.2,0.083473784918159
"1529",6,35,28.7,10.5,-1.29255487857833
"1530",7,37.9,32.6,18.2,-1.36135631175315
"1531",1,33.3,19,9.9,-0.150451087876244
"1532",2,36.3,23.6,6.2,-1.15495201222868
"1533",3,47.1,37.5,10.7,-0.315574527495822
"1534",4,56.2,48.6,15,-0.508218540385331
"1535",5,38.6,33.3,15.7,0.317398657712562
"1536",6,35.5,20.6,10.3,0.757727830031438
"1537",7,36,22.3,6.2,-1.37511659838812
"1538",1,36.1,23.6,6.1,-0.824705132989523
"1539",2,39.8,23.8,6.7,-0.934787426069242
"1540",3,42.5,33.5,7.7,-0.274293667590928
"1541",4,40.4,35.1,9.2,-0.301814240860857
"1542",5,40.6,28.8,10.4,-0.02660850816156
"1543",6,37.9,24.9,3.6,-0.288053954225893
"1544",7,46,31.5,4.6,-0.865985992894417
"1545",1,37.6,25.2,15,-0.989828572609101
"1546",2,36.1,13.6,6.4,-0.549499400290225
"1547",3,42.8,18.4,7.8,-0.177971661146174
"1548",4,53.5,39.4,11.3,-0.384375960670647
"1549",5,47.5,32.6,7,-0.508218540385331
"1550",6,40.2,32.9,11.3,-0.659581693369944
"1551",7,31.9,13.8,12.6,-1.01734914587903
"1552",1,36.5,20.1,9.6,1.08797470927059
"1553",2,44.9,30.2,12.9,-0.728383126544769
"1554",3,47,28.4,8.9,-0.425656820575541
"1555",4,46.7,39.9,8.5,-0.673341980004909
"1556",5,45,39.5,4.9,-0.109170227971349
"1557",6,52.3,44.4,4.2,0.427480950792281
"1558",7,59.4,49.9,7.3,-0.109170227971349
"1559",1,62.7,47.2,6.9,0.455001524062211
"1560",2,60.9,35.8,9.8,-0.246773094320998
"1561",3,41.6,31.5,13.8,-0.714622839909804
"1562",4,45.6,35.7,15.8,0.51004267060207
"1563",5,50.6,36.2,14.9,0.922851269651016
"1564",6,44.3,24.4,11.2,0.592604390411859
"1565",7,37.1,29.8,14.6,-2.40713809601048
"1566",1,39.9,29.3,7.8,0.152275218092983
"1567",2,57.8,42.6,9.4,-0.0541290814314897
"1568",3,57.9,47.2,8.5,-0.274293667590928
"1569",4,58.6,51.7,10.9,-1.15495201222868
"1570",5,44.5,34.7,18.2,-0.838465419624488
"1571",6,50.6,19.6,16,0.262357511172702
"1572",7,59.6,24.4,6,-0.907266852799312
"1573",1,68.4,42.2,10.5,0.331158944347527
"1574",2,59.1,49,9.6,0.427480950792281
"1575",3,53.9,37.8,4.9,-0.122930514606314
"1576",4,57.7,37.7,3.5,0.757727830031438
"1577",5,56.5,37.4,14.5,0.675166110221649
"1578",6,42.9,30.2,9.8,-1.12743143895875
"1579",7,41.5,27.4,11.4,-1.45767831819791
"1580",1,46.8,39.7,9.6,0.0697134982831941
"1581",2,46.1,44,7.8,0.248597224537737
"1582",3,52.9,50.6,9.1,1.321899582065
"1583",4,45.8,43.7,7.6,-0.177971661146174
"1584",5,48.6,40.4,10.4,1.10173499590556
"1585",6,50.9,38.3,6.6,-0.164211374511209
"1586",7,58.8,39.6,4.9,0.922851269651016
"1587",1,60.7,47.3,7,1.07421442263563
"1588",2,47.4,41.9,10.9,-0.150451087876244
"1589",3,53.7,41.7,10.8,0.661405823586684
"1590",4,63.2,56.4,10.6,0.358679517617456
"1591",5,50.1,38.4,8.8,1.18429671571535
"1592",6,48.1,37.5,6.1,-0.205492234416103
"1593",7,47.2,38,10.5,-1.09991086568882
"1594",1,50.4,38.6,7.8,1.08797470927059
"1595",2,55.7,36.8,4,0.110994358188089
"1596",3,63.6,43.2,3.1,0.716446970126543
"1597",4,67,54.9,8,0.399960377522351
"1598",5,57.5,50.7,9.2,0.881570409746122
"1599",6,58,50,7.8,0.647645536951719
"1600",7,66.1,59.2,10.7,0.867810123111157
"1601",1,54.1,43.4,11.5,1.33565986869996
"1602",2,49.5,40.6,10.2,0.234836937902773
"1603",3,63.9,52.1,12.8,0.840289549841227
"1604",4,72.1,56.4,13.1,0.854049836476192
"1605",5,64.5,52.2,7.1,1.87231104746359
"1607",7,70.9,59.8,6.2,1.58334502812933
"1608",1,62.7,53.5,6.7,0.496282383967105
"1609",2,65.7,61,7.9,0.496282383967105
"1610",3,60,55.2,7.1,0.358679517617456
"1611",4,66.9,58.2,5.7,0.468761810697175
"1612",5,71.4,57.9,6.9,1.65214646130415
"1614",7,60.9,45.4,7.5,0.317398657712562
"1615",1,58.9,40,7.8,-0.0541290814314897
"1616",2,67,52.2,7.6,0.826529263206262
"1617",3,75.5,65,8.7,1.07421442263563
"1618",4,66.4,58.9,5.5,0.413720664157316
"1619",5,67.3,57.4,7.9,1.54206416822444
"1621",7,69.7,60.3,6.8,1.29437900879507
"1622",1,68.3,54.3,10.3,1.19805700235031
"1623",2,69.9,43.5,6.8,0.881570409746122
"1624",3,69.5,48.3,9,0.0559532116482293
"1625",4,59,48,13.9,-0.136690801241279
"1626",5,66,44.2,10.6,1.30813929543003
"1627",6,67.4,58.9,9.5,1.63838617466919
"1628",7,59.9,57.4,5.7,0.138514931458018
"1629",1,59.8,54.6,6.7,0.551323530506965
"1630",2,65.1,57.4,4.1,0.0697134982831941
"1631",3,67.4,59,5.5,1.26685843552514
"1632",4,60.4,57.1,10.6,0.289878084442632
"1633",5,63,48.8,5.1,0.950371842920946
"1634",6,69.1,55.6,8.3,1.56958474149437
"1635",7,74.2,64.9,8.9,1.33565986869996
"1636",1,73.2,68.5,9.4,1.36318044196989
"1637",2,74,60.1,11.4,1.00541298946081
"1638",3,79.3,62.3,6.3,1.19805700235031
"1639",4,77.9,67,6.8,0.537563243872
"1640",5,78.5,67,8.6,1.85855076082863
"1642",7,78.4,66.3,5.7,1.2806187221601
"1644",2,84.9,71.2,8.1,0.799008689936332
"1645",3,77.3,70.4,6,1.29437900879507
"1646",4,78.8,69.7,6.2,1.22557757562024
"1648",6,80.1,69.6,8,1.43198187514472
"1649",7,72,59.7,11.8,0.867810123111157
"1650",1,73.3,54,7.2,1.63838617466919
"1651",2,76.8,59.7,5.5,0.441241237427246
"1652",3,85,68,8.9,1.73470818111394
"1653",4,78.7,62.5,7.8,0.730207256761508
"1654",5,74.1,57.4,4.6,1.0466938493657
"1656",7,80.2,65.8,7.4,1.07421442263563
"1657",1,82.3,67,10,1.51454359495451
"1658",2,77.6,69.6,7.1,0.592604390411859
"1659",3,81.6,72.5,4.3,1.26685843552514
"1660",4,79.2,73.5,8.5,0.675166110221649
"1661",5,86.5,77.9,10.4,1.23933786225521
"1662",6,86,75.8,12.9,1.58334502812933
"1663",7,75.7,68.6,9.1,0.867810123111157
"1664",1,71.9,55.7,12.2,1.08797470927059
"1665",2,70.8,54.8,7.1,1.0466938493657
"1666",3,71.7,53.9,5,0.468761810697175
"1667",4,74.3,53.3,4.7,1.21181728898528
"1668",5,76.7,60.4,7.9,1.44574216177968
"1669",6,80.2,64.1,11.8,1.56958474149437
"1670",7,81.5,66.3,10.1,1.65214646130415
"1671",1,77.5,68.4,9.8,1.43198187514472
"1672",2,73.3,64.3,6.3,0.895330696381087
"1673",3,70.3,56.1,8.5,0.0284326383782995
"1677",7,79.4,62.2,5.1,1.80350961428877
"1678",1,80.1,65.3,5.7,1.33565986869996
"1679",2,77.1,66,7.5,0.991652702825841
"1680",3,77.8,63.4,5.9,0.922851269651016
"1681",4,80.2,60.1,10.1,1.47326273504961
"1682",5,73.8,54.6,5.2,1.15677614244542
"1683",6,75,56.8,5.3,1.19805700235031
"1684",7,75.7,60.7,6.8,1.25309814889017
"1685",1,77.3,71.6,4.4,-0.02660850816156
"1686",2,76.1,70.4,5.4,0.702686683491578
"1687",3,73.8,67.3,5.3,1.11549528254052
"1688",4,71.5,62.1,7.9,1.39070101523982
"1689",5,73.2,62.5,7.4,0.867810123111157
"1690",6,74.7,68,5.3,1.37694072860486
"1691",7,75.1,69.2,7.6,0.661405823586684
"1692",1,77.8,68.4,3.6,1.0466938493657
"1693",2,75.9,71.3,4.6,0.276117797807667
"1694",3,74,67.5,5.5,0.138514931458018
"1695",4,74.3,62.2,8,0.592604390411859
"1696",5,70.6,53.4,10.1,0.950371842920946
"1697",6,69.4,52.3,8.7,1.47326273504961
"1698",7,70,53.1,8.8,0.757727830031438
"1699",1,72.2,64.1,9.4,0.221076651267808
"1700",2,72.9,63.3,9.7,0.276117797807667
"1701",3,69.6,52.5,11.8,0.56508381714193
"1702",4,71.5,57.4,10.6,0.840289549841227
"1703",5,70.8,53.7,7,0.730207256761508
"1704",6,68.3,52.4,8.2,0.881570409746122
"1706",1,71.3,62.2,3.8,0.909090983016051
"1707",2,73.1,65.5,9.5,-0.494458253750366
"1708",3,68.4,57,9.3,-0.384375960670647
"1709",4,64.8,51.9,4.4,-0.893506566164347
"1710",5,68.4,58.4,8.8,0.826529263206262
"1711",6,68.1,56.3,7.6,0.331158944347527
"1712",7,66.1,55.9,8.2,0.124754644823054
"1713",1,67.5,60.2,5.7,0.909090983016051
"1714",2,79.4,67.8,10,0.138514931458018
"1715",3,81.6,71.7,7.9,0.523802957237035
"1716",4,74.2,68.8,6.3,1.00541298946081
"1717",5,75.1,66.4,10.7,1.45950244841465
"1718",6,68.4,56.2,6.9,0.716446970126543
"1719",7,71.6,63.1,9.3,0.991652702825841
"1720",1,72.2,67.5,5.1,1.321899582065
"1721",2,70.3,64.7,6.9,0.909090983016051
"1722",3,72.6,61.4,7.1,0.606364677046824
"1723",4,74.3,58,5.8,1.06045413600066
"1724",5,76,65.1,3.7,1.41822158850975
"1725",6,76.6,67.9,9,0.633885250316754
"1726",7,73.2,68,10.1,-0.742143413179733
"1727",1,68.8,58.2,9.5,0.757727830031438
"1728",2,68.1,55.2,8.2,0.606364677046824
"1729",3,70.8,57,11.8,0.0146723517433346
"1730",4,66.8,45.8,9.3,-0.0128482215265951
"1731",5,64.7,50.4,8.5,-0.604540546830085
"1732",6,63.6,61.2,9.3,-0.164211374511209
"1733",7,64.1,60.7,9,0.0146723517433346
"1734",1,73.9,67.4,6.6,0.56508381714193
"1736",3,68.3,63,8.6,0.248597224537737
"1737",4,63.1,57.8,8.2,0.221076651267808
"1738",5,54.1,44.9,9.6,0.0421929250132644
"1739",6,56,46,8.9,0.152275218092983
"1740",7,60.3,47.3,8.3,-0.56325968692519
"1741",1,60.1,43.3,7,0.468761810697175
"1742",2,59.8,43,3,0.000912065108369754
"1743",3,61.7,45,7.5,0.276117797807667
"1744",4,62.9,52.5,7,-0.907266852799312
"1745",5,60,54.8,11.1,0.234836937902773
"1746",6,44.2,26.8,14.2,0.262357511172702
"1747",7,48.1,32.4,12.2,-0.191731947781138
"1748",1,46.5,31.6,7.4,-0.370615674035682
"1749",2,52.3,41.4,8,0.386200090887386
"1750",3,49.5,36.7,13.8,0.399960377522351
"1751",4,47,36.4,5.3,-0.480697967115401
