"","Oct","Nov","Dec","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Jan","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","dewp","wdsp","NUM_CRIME"
"108",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,47.5,24,4.3,0.565851939370046
"109",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,45.9,39.3,13.1,-0.326731964991296
"110",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,47.1,30.3,10.7,-0.0156799983199188
"111",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,49.1,31.6,11.9,0.0248919973328695
"112",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,49.1,34.3,5.4,-0.0156799983199188
"113",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,52.3,35.4,5.2,0.633471932124694
"114",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,48,34.8,12.1,-0.718927922968249
"115",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015,64.9,38.4,5.8,-0.46197195050059
"116",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015,70.1,42.9,8.5,0.349467962555176
"117",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2015,67.8,55,8.4,0.809283913286776
"118",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2015,56.1,48.3,7.2,-0.313207966440366
"119",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2015,60.1,53.5,5.4,0.268323971249599
"120",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2015,71.2,52.9,7.8,1.43138784662953
"121",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,73.9,61.8,7.8,1.1879558727128
"122",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015,60.4,56.3,7.2,-0.46197195050059
"123",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015,50.3,46.9,7.7,0.295371968351458
"124",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2015,59.9,54.5,9.4,0.390039958207964
"125",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2015,54.2,39.5,15.3,0.511755945166329
"126",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2015,49.6,35.3,9.3,0.646995930675623
"127",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2015,55.3,40.4,8.7,0.48470794806447
"128",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,67.6,58.2,9.8,1.39081585097674
"129",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015,74.9,66.4,11.3,1.58015183068975
"130",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2015,74.6,59.6,12.9,0.525279943717258
"131",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2015,51.4,37.4,10.5,-0.164443982380142
"132",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2015,46.2,30.9,9.1,0.133083985740305
"133",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2015,54.7,37.9,7.3,0.349467962555176
"134",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,60.5,37.5,7.5,1.4178638480786
"135",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015,65.7,37.6,6.7,1.06623988575444
"136",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015,68.8,51.7,5.4,-0.434923953398731
"137",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2015,74.3,63.4,12.8,-0.150919983829213
"138",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2015,73.3,64.3,10.9,0.701091924879341
"139",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2015,70.9,60.2,11.7,0.24127597414774
"140",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2015,72,55.7,5.3,1.09328788285629
"141",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2015,75.7,62.5,8.7,1.47195984228232
"142",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015,66,60.4,10.3,-0.00215599976898939
"143",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015,48.7,42.8,15.6,-0.718927922968249
"144",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,58,42.8,4.6,0.71461592343027
"145",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,65.3,50.1,6,0.782235916184917
"146",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,71,58,7.2,0.0248919973328695
"147",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,66.8,57.6,11,0.903951903143282
"148",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,62.4,51.4,9.6,0.525279943717258
"149",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,68.2,59.9,9.3,0.268323971249599
"150",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,74.9,64.3,11.3,-0.516067944704308
"151",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,72,57.5,5.9,0.160131982842164
"152",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,81.7,64.6,11.5,0.998619892999788
"153",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,72.1,60.1,6.2,1.12033587995815
"154",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,65.9,63.2,6.1,1.45843584373139
"155",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,69.7,62.8,5.8,1.26909986401838
"156",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,75.9,69.9,7.2,1.01214389155072
"157",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,76.4,71.8,6.7,0.268323971249599
"158",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,70.4,60.2,8.5,1.72891581474998
"159",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,63.5,52.5,4,0.0384159958837989
"160",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,74.5,67.1,7.8,0.660519929226552
"161",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,63.1,53.5,10.7,0.755187919083058
"162",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,67.4,57.1,5.9,0.633471932124694
"163",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,76.8,66.6,7.8,0.863379907490494
"164",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,78.3,71.4,8.7,0.822807911837705
"165",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,77.2,61.9,9,0.173655981393093
"166",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,72.3,57.4,5,0.119559987189375
"167",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,73.4,65.2,6.7,0.876903906041423
"168",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,66.3,61.6,7.9,0.876903906041423
"169",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,66.5,54,9.2,0.0519399944347283
"170",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,70,51.7,5,1.05271588720351
"171",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,70.6,63,4.4,0.430611953860752
"172",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,70.7,62.3,6.6,0.390039958207964
"173",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,62.8,54,9.3,0.511755945166329
"174",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,68,54,6.3,0.660519929226552
"175",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,72.2,56.2,3.1,1.70186781764812
"176",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,78.4,65.7,8.5,0.511755945166329
"177",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,69,57.5,12.3,-0.245587973685719
"178",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,62.5,50.6,7.2,-0.0156799983199188
"179",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,66.3,57.4,7.2,-0.651307930213602
"180",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,71.5,57,4.3,0.268323971249599
"181",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,73.7,57.2,3.7,1.06623988575444
"182",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,75,65.4,5.9,1.10681188140722
"183",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,78,67.6,9.1,0.849855908939564
"184",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,78,66.1,9.3,-0.110347988176425
"185",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,68.2,52.4,10,1.02566789010165
"186",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,69.4,57.2,6.9,-0.624259933111743
"187",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,80,70.8,7.8,1.4178638480786
"188",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,82.5,70.8,8,0.768711917633988
"189",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,82.1,68.8,7,0.606423935022835
"190",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,77.6,61.5,5.8,0.795759914735847
"191",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,77.1,57.7,7.4,0.768711917633988
"192",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,75.9,54.3,4.1,0.741663920532129
"193",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,77.7,56,4.1,1.22852786836559
"194",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,80.8,66.7,8.2,1.51253183793511
"195",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,77.4,64.7,4.7,1.12033587995815
"196",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,80.3,64.2,6.8,1.56662783213882
"197",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,82.9,66.1,6.8,0.646995930675623
"198",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,83.3,65.7,8,0.592899936471905
"199",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,80,54.5,9.5,0.755187919083058
"200",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,80.7,55.8,9.9,0.836331910388635
"201",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,82.5,64.6,12.6,1.37729185242581
"202",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,77.8,59,9.5,0.133083985740305
"203",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,75,53.2,6.1,0.565851939370046
"204",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,75.6,56.5,5.1,0.701091924879341
"205",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,76.2,60,7.9,1.21500386981466
"206",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,76.4,57.5,7.5,1.62072382634254
"207",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,78.1,62,6.5,1.75596381185184
"208",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,74.6,65.5,4.3,0.349467962555176
"209",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,77.8,67.6,4.8,1.20147987126373
"210",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,75,62.1,6.9,0.958047897347
"211",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,72.7,57.4,4.4,0.552327940819117
"212",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,75.6,59.9,7.8,0.876903906041423
"213",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,79.4,65.9,8.3,1.20147987126373
"214",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,78,67.2,6.2,1.40433984952767
