"","Oct","Nov","Dec","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Jan","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","dewp","wdsp","NUM_CRIME"
"183",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,78,67.6,9.1,0.921083627797409
"184",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,78,66.1,9.3,0.837455830388693
"185",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,68.2,52.4,10,0.936395759717314
"186",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,69.4,57.2,6.9,0.792697290930506
"187",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,80,70.8,7.8,0.97055359246172
"188",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,82.5,70.8,8,0.914016489988221
"189",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,82.1,68.8,7,0.899882214369847
"190",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,77.6,61.5,5.8,0.916372202591284
"191",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,77.1,57.7,7.4,0.914016489988221
"192",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,75.9,54.3,4.1,0.911660777385159
"193",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,77.7,56,4.1,0.954063604240283
"194",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,80.8,66.7,8.2,0.978798586572438
"195",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,77.4,64.7,4.7,0.944640753828033
"196",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,80.3,64.2,6.8,0.983510011778563
"197",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,82.9,66.1,6.8,0.90341578327444
"198",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,83.3,65.7,8,0.898704358068316
"199",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,80,54.5,9.5,0.91283863368669
"200",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,80.7,55.8,9.9,0.919905771495877
"201",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,82.5,64.6,12.6,0.967020023557126
"202",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,77.8,59,9.5,0.858657243816254
"203",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,75,53.2,6.1,0.896348645465253
"204",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,75.6,56.5,5.1,0.908127208480565
"205",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,76.2,60,7.9,0.952885747938751
"206",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,76.4,57.5,7.5,0.988221436984688
"207",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,78.1,62,6.5,1
"208",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,74.6,65.5,4.3,0.877502944640754
